id,dam,sire,Year
BS25248,NA,NA,NA
BS714,NA,NA,NA
BS1332,NA,NA,NA
CF137,NA,NA,NA
BS1327,NA,NA,NA
BS11994,NA,NA,NA
BS1381,NA,NA,NA
BS23241,NA,NA,NA
CF4497,NA,NA,NA
BS7281,NA,NA,NA
CF3136,NA,NA,NA
BS1380,NA,NA,NA
BS21156,NA,NA,NA
BS5207,NA,NA,NA
BS1383,NA,NA,NA
CF4507,NA,NA,NA
BS5001,NA,NA,NA
BS1817,NA,NA,NA
BS346,NA,NA,NA
BS5139,NA,NA,NA
BS4553,NA,NA,NA
BS25316,NA,NA,NA
BS1808,NA,NA,NA
BS2000,NA,NA,NA
BS1775,NA,NA,NA
BS5835,NA,NA,NA
BS1509,NA,NA,NA
BS21527,NA,NA,NA
BS6152,NA,NA,NA
BS8169,NA,NA,NA
BS1078,NA,NA,NA
BS6182,NA,NA,NA
BS1045,NA,NA,NA
BS1397,NA,NA,NA
BS4556,NA,NA,NA
BS1020,NA,NA,NA
BS1038,NA,NA,NA
CF6174,NA,NA,NA
BS6763,NA,NA,NA
BS25206,NA,NA,NA
BS1846,NA,NA,NA
BS21614,NA,NA,NA
BS7632,NA,NA,NA
BS6107,NA,NA,NA
BS21155,NA,NA,NA
BS4957,NA,NA,NA
BS9646,NA,NA,NA
BS11327,NA,NA,NA
BS19627,NA,NA,NA
BS1915,NA,NA,NA
BS6693,NA,NA,NA
BS1058,NA,NA,NA
BS9684,NA,NA,NA
BS23605,NA,NA,NA
BS9647,NA,NA,NA
BS1885,NA,NA,NA
CF4509,NA,NA,NA
BS1938,NA,NA,NA
BS5233,NA,NA,NA
BS6118,NA,NA,NA
BS4581,NA,NA,NA
BS9020,NA,NA,NA
BS1903,NA,NA,NA
BS6148,NA,NA,NA
BS1972,NA,NA,NA
BS6232,NA,NA,NA
BS5225,NA,NA,NA
BS7629,NA,NA,NA
BS5387,NA,NA,NA
BS20035,NA,NA,NA
BS1702,NA,NA,NA
BS9642,NA,NA,NA
BS21408,NA,NA,NA
BS1400,NA,NA,NA
BS1963,NA,NA,NA
BS1032,NA,NA,NA
BS4566,NA,NA,NA
BS1857,NA,NA,NA
CF3876,NA,NA,NA
BS6782,NA,NA,NA
BS4915,NA,NA,NA
BS1896,NA,NA,NA
BS21799,NA,NA,NA
BS4572,NA,NA,NA
BS9681,NA,NA,NA
BS10544,NA,NA,NA
BS20051,NA,NA,NA
CF4401,NA,NA,NA
BS6255,NA,NA,NA
BS1688,NA,NA,NA
BS10552,NA,NA,NA
BS21630,NA,NA,NA
BS21457,NA,NA,NA
BS4577,NA,NA,NA
BS21631,NA,NA,NA
BS25430,NA,NA,NA
BS19767,NA,NA,NA
BS4765,NA,NA,NA
CF4523,NA,NA,NA
BS6680,NA,NA,NA
BS441,NA,NA,NA
BS5010,NA,NA,NA
CF4493,NA,NA,NA
BS6172,NA,NA,NA
BS8513,NA,NA,NA
CF3339,NA,NA,NA
CF3178,NA,NA,NA
BS19062,NA,NA,NA
BS7298,NA,NA,NA
BS5288,NA,NA,NA
BS9641,NA,NA,NA
BS4948,NA,NA,NA
CF4561,NA,NA,NA
BS5332,NA,NA,NA
BS1042,NA,NA,NA
BS957,NA,NA,NA
BS21442,NA,NA,NA
BS1073,NA,NA,NA
BS6424,NA,NA,NA
BS20054,NA,NA,NA
BS10550,NA,NA,NA
BS6124,NA,NA,NA
BS6125,NA,NA,NA
BS4939,NA,NA,NA
BS11995,NA,NA,NA
BS10553,NA,NA,NA
BS22534,NA,NA,NA
BS8693,NA,NA,NA
BS1918,NA,NA,NA
BS4909,NA,NA,NA
BS11139,NA,NA,NA
BS4997,NA,NA,NA
BS22874,NA,NA,NA
BS5275,NA,NA,NA
BS6756,NA,NA,NA
BS25314,NA,NA,NA
BS21621,NA,NA,NA
BS1985,NA,NA,NA
BS25308,NA,NA,NA
CF3367,NA,NA,NA
BS6786,NA,NA,NA
BS9644,NA,NA,NA
BS6456,NA,NA,NA
BS6768,NA,NA,NA
BS21417,NA,NA,NA
BS6178,NA,NA,NA
BS21451,NA,NA,NA
BS5298,NA,NA,NA
BS5009,NA,NA,NA
BS808,NA,NA,NA
BS23608,NA,NA,NA
BS10547,NA,NA,NA
BS25817,NA,NA,NA
BS6687,NA,NA,NA
BS6132,NA,NA,NA
BS1964,NA,NA,NA
BS8242,NA,NA,NA
BS5024,NA,NA,NA
BS5025,NA,NA,NA
BS1961,NA,NA,NA
BS22502,NA,NA,NA
BS317,NA,NA,NA
BS79,NA,NA,NA
BS1389,NA,NA,NA
BS9033,NA,NA,NA
BS5032,NA,NA,NA
BS1812,NA,NA,NA
BS2100,NA,NA,NA
BS1988,NA,NA,NA
BS5242,NA,NA,NA
BS8514,NA,NA,NA
BS20034,NA,NA,NA
BS25469,NA,NA,NA
BS22870,NA,NA,NA
BS9027,NA,NA,NA
BS9034,NA,NA,NA
BS10917,NA,NA,NA
BS10628,NA,NA,NA
BS25839,NA,NA,NA
BS5810,NA,NA,NA
BS9629,NA,NA,NA
BS11323,NA,NA,NA
BS11059,NA,NA,NA
BS23204,NA,NA,NA
BS11339,NA,NA,NA
BS8247,NA,NA,NA
